"T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4","T5","RH_5","T6","RH_6","T7","RH_7","T8","RH_8","T9","RH_9","T_out","Press_mm_hg","RH_out","Windspeed","Visibility","Tdewpoint","rv1","rv2"
0.263991552270327,0.395707209686296,0.152616279069767,0.622658340767172,0.207641196013289,0.555867227676484,0.332432432432432,0.427805096110863,0.216809933142311,0.387518796992481,0.20256111757858,0.960364004044489,0.340245051837889,0.388949871935602,0.301282051282051,0.38615664845173,0.240374609781478,0.356788079470199,0.146302250803859,0.572755417956655,0.585526315789474,0.192307692307692,0.515873015873016,0.0452488687782805,0.265506202480992,0.265506202480992
0.267159450897571,0.395707209686296,0.152616279069767,0.622658340767172,0.199335548172758,0.552594670406732,0.332432432432432,0.427805096110863,0.214899713467049,0.387218045112782,0.199359720605355,0.958139534883721,0.340245051837889,0.387486278814489,0.301282051282051,0.383606557377049,0.240374609781478,0.356788079470199,0.145659163987138,0.571826625386997,0.592105263157895,0.179230769230769,0.544920634920635,0.0484162895927601,0.530812324929972,0.530812324929972
0.267159450897571,0.395707209686296,0.152616279069767,0.622658340767172,0.199335548172758,0.552594670406732,0.332432432432432,0.425122932498882,0.207258834765998,0.385714285714286,0.194994179278231,0.955915065722952,0.340245051837889,0.384924990852543,0.301282051282051,0.381056466302368,0.240374609781478,0.353062913907285,0.145337620578778,0.570588235294118,0.598684210526316,0.166923076923077,0.574126984126984,0.051131221719457,0.684873949579832,0.684873949579832
0.263991552270327,0.395707209686296,0.152616279069767,0.622658340767172,0.196843853820598,0.552594670406732,0.332432432432432,0.423781850692892,0.207258834765998,0.384360902255639,0.191210710128056,0.95520728008089,0.336475023562677,0.380900109769484,0.301282051282051,0.381056466302368,0.240374609781478,0.353062913907285,0.144694533762058,0.569659442724456,0.605263157894737,0.153846153846154,0.603174603174603,0.0542986425339366,0.383153261304522,0.383153261304522
0.263991552270327,0.395707209686296,0.152616279069767,0.622658340767172,0.195182724252492,0.556334735857878,0.332432432432432,0.423781850692892,0.207258834765998,0.383609022556391,0.188009313154831,0.952477249747219,0.330819981149858,0.375411635565313,0.301282051282051,0.381056466302368,0.240374609781478,0.348509933774835,0.140836012861736,0.568730650154798,0.631578947368421,0.153846153846154,0.574126984126984,0.0647058823529412,0.955182072829132,0.955182072829132
0.263991552270327,0.392680242157402,0.151162790697674,0.625037169194172,0.196843853820598,0.557737260402057,0.324324324324324,0.421993741618239,0.207258834765998,0.382105263157895,0.183352735739232,0.950353892821031,0.331762488218662,0.3739480424442,0.301282051282051,0.382149362477231,0.240374609781478,0.348509933774835,0.137299035369775,0.56749226006192,0.657894736842105,0.153846153846154,0.544920634920635,0.0755656108597285,0.118247298919568,0.118247298919568
0.263991552270327,0.392680242157402,0.145348837209302,0.625631876300922,0.199335548172758,0.552594670406732,0.324324324324324,0.418864550737595,0.207258834765998,0.381654135338346,0.176658905704307,0.946713852376137,0.329877474081056,0.3739480424442,0.297619047619048,0.383606557377049,0.22996878251821,0.344784768211921,0.133440514469453,0.566563467492261,0.684210526315789,0.153846153846154,0.515873015873016,0.085972850678733,0.039015606242497,0.039015606242497
0.263991552270327,0.392680242157402,0.145348837209302,0.627415997621172,0.199335548172758,0.552594670406732,0.324324324324324,0.414841305319624,0.207258834765998,0.381353383458647,0.169965075669383,0.94206268958544,0.329877474081056,0.3739480424442,0.294871794871795,0.383970856102004,0.22996878251821,0.344784768211921,0.129581993569132,0.565634674922599,0.710526315789474,0.153846153846154,0.486825396825397,0.0963800904977375,0.504601840736294,0.504601840736294
0.263991552270327,0.392680242157402,0.145348837209302,0.627415997621172,0.196843853820598,0.554464703132305,0.324324324324324,0.417523468931605,0.207258834765998,0.38,0.162980209545984,0.937209302325581,0.329877474081056,0.3739480424442,0.292124542124542,0.385063752276867,0.22996878251821,0.340645695364238,0.12604501607717,0.564396284829721,0.736842105263158,0.153846153846154,0.457619047619048,0.107239819004525,0.57843137254902,0.57843137254902
0.254487856388596,0.390203632361035,0.143168604651163,0.627415997621172,0.191029900332226,0.557737260402057,0.324324324324324,0.418864550737595,0.196752626552054,0.378646616541353,0.156868451688009,0.932457027300303,0.323279924599434,0.376509330406147,0.292124542124542,0.385063752276867,0.22996878251821,0.340645695364238,0.122186495176849,0.563467492260062,0.763157894736842,0.153846153846154,0.428571428571429,0.117647058823529,0.83953581432573,0.83953581432573
